license_nbr,lic_status,business_name,business_name2,building,street_name,city,state,zip,swc_type,swc_sq_ft,swc_tables,swc_chairs,dohmh,lat,long,community_district,city_council_district,cd_url,app_id,app_swc_type,app_sq_ft,app_tables,app_chairs,app_status,app_status_date,expiration_date,app_too_date,submit_date,intake,intake_dd,dpqa,send_package_dd,cp,cp_dd,cb,cb_dd,hearing,hearing_dd,hearing_public,hearing_public_dd,cc,cc_dd,moo,moo_dd,issuance,issuance_dd,borough
2088548-DCA,Active,HLD COLUMBUS LLC,GARI COLUMBUS,370,COLUMBUS AVE,NEW YORK,NY,10024,Unenclosed,198,9,19,NA,40.781169948893115,-73.97633449961262,107,6,http://www.nyc.gov/mcb7,6200-2019-ASWC,Unenclosed,198,9,19,Application Review Completed,2019-10-21T00:00:00Z,2021-12-15T00:00:00Z,NA,2019-05-28T00:00:00Z,Ready For Review,2019-05-28T00:00:00Z,Approved,2019-05-28T00:00:00Z,NA,NA,Recommend Approval,2019-07-12T00:00:00Z,Recommendation Issued,2019-07-24T00:00:00Z,SWC Public Hearing,2019-07-17T00:00:00Z,Review Period Expired,2019-08-14T00:00:00Z,Approved,2019-10-21T00:00:00Z,Issued,2019-10-21T00:00:00Z,Manhattan
2089506-DCA,Active,TACOS 'LOS VAQUEROS' LLC,TACOMBI,377,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,711,11,36,50090236,40.78253726540979,-73.97857639658712,107,6,http://www.nyc.gov/mcb7,6720-2019-ASWC,Unenclosed,711,11,36,Application Review Completed,2019-11-12T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-06-06T00:00:00Z,Ready For Review,2019-06-10T00:00:00Z,Approved,2019-06-10T00:00:00Z,NA,NA,Review Period Expired,2019-07-31T00:00:00Z,Recommendation Issued,2019-07-31T00:00:00Z,SWC Public Hearing,2019-07-31T00:00:00Z,Review Period Expired,2019-09-05T00:00:00Z,Approved,2019-11-12T00:00:00Z,Issued,2019-11-12T00:00:00Z,Manhattan
2070370-DCA,Active,MICHEL GE INC,BELLINI,483,COLUMBUS AVE,NEW YORK,NY,10024,Unenclosed,73,4,8,50061282,40.78456726865556,-73.97330724665852,107,6,http://www.nyc.gov/mcb7,4664-2018-ASWC,Unenclosed,73,4,8,Application Review Completed,2018-08-08T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-03-09T00:00:00Z,Ready For Review,2018-03-09T00:00:00Z,Approved,2018-03-09T00:00:00Z,NA,NA,Review Period Expired,2018-04-29T00:00:00Z,Recommendation Issued,2018-05-02T00:00:00Z,SWC Public Hearing,2018-04-25T00:00:00Z,Review Period Expired,2018-05-23T00:00:00Z,NA,NA,Issued,2018-08-08T00:00:00Z,Manhattan
2078573-DCA,Inactive,HAMILTON RESTAURANT GROUP INC,BUDDHA TACO BAR,3620,BROADWAY,NEW YORK,NY,10031,Unenclosed,161,5,14,50075416,40.75959396015922,-73.93472978372185,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,10451-2018-ASWC,Unenclosed,161,5,14,Application Review Completed,2018-12-28T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-05-21T00:00:00Z,Ready For Review,2018-05-22T00:00:00Z,Approved,2018-05-22T00:00:00Z,NA,NA,Recommend Approval,2018-09-26T00:00:00Z,Recommendation Issued,2018-09-26T00:00:00Z,SWC Public Hearing,2018-07-11T00:00:00Z,Review Period Expired,2018-10-17T00:00:00Z,Approved,2018-12-28T00:00:00Z,Issued,2018-12-28T00:00:00Z,Manhattan
1385722-DCA,Inactive,568 5TH BROOKLYN LLC,BLACK HOUSE PUB,568,5TH AVE,BROOKLYN,NY,11215,Unenclosed,324,10,20,41412063,40.66517848232437,-73.98987476482317,307,39,http://www.brooklyncb7.org/,35260-2019-RSWC,Unenclosed,324,10,20,Pending Review,2020-03-05T00:00:00Z,2020-04-05T00:00:00Z,2020-04-05T00:00:00Z,2019-12-12T00:00:00Z,Ready For Review,2019-12-12T00:00:00Z,Issued Temp Op Letter,2019-12-13T00:00:00Z,Pending Review,2019-12-13T00:00:00Z,Recommend Approval,2019-12-23T00:00:00Z,Waived,2020-01-06T00:00:00Z,NA,NA,Review Period Expired,2020-01-27T00:00:00Z,Pending Review,NA,Pending Review,NA,Brooklyn
1079412-DCA,Active,C.A.P. RESTAURANT CORP.,SOMBRERO MEXICAN RESTAURANT,303,W 48TH ST,NEW YORK,NY,10036,Unenclosed,195,6,11,40826386,40.76126409323658,-73.98736580771653,104,3,http://www.nyc.gov/mcb4,1541-2019-RSWC,Unenclosed,195,6,11,Application Review Completed,2019-05-09T00:00:00Z,2020-12-15T00:00:00Z,NA,2019-01-10T00:00:00Z,Ready For Review,2019-01-10T00:00:00Z,Approved,2019-01-11T00:00:00Z,NA,NA,Review Period Expired,2019-02-28T00:00:00Z,Waived,2019-02-28T00:00:00Z,NA,NA,Review Period Expired,2019-03-21T00:00:00Z,Approved,2019-05-09T00:00:00Z,Issued,2019-05-09T00:00:00Z,Manhattan
1456625-DCA,Active,51 KENT CAFE INC.,KENT ALE HOUSE,51,KENT AVE,BROOKLYN,NY,11249,Unenclosed,437,24,50,41635973,40.722326061374815,-73.95934166846052,301,33,http://www.nyc.gov/brooklyncb1,14092-2019-RSWC,Unenclosed,437,24,50,Application Review Completed,2019-10-29T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-03-14T00:00:00Z,Ready For Review,2019-03-14T00:00:00Z,Approved,2019-03-14T00:00:00Z,NA,NA,Review Period Expired,2019-05-07T00:00:00Z,Waived,2019-05-07T00:00:00Z,NA,NA,Review Period Expired,2019-05-28T00:00:00Z,Approved,2019-10-29T00:00:00Z,Issued,2019-10-29T00:00:00Z,Brooklyn
2086166-DCA,Active,Barrel 1005 Corp,Chateau 49,924,2ND AVE,NEW YORK,NY,10022,Unenclosed,289,16,32,50079610,40.754214788725896,-73.96875353427556,106,4,http://cbsix.org,195-2019-ASWC,Unenclosed,289,16,32,Application Review Completed,2019-07-15T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-02-21T00:00:00Z,Ready For Review,2019-01-14T00:00:00Z,Approved,2019-04-05T00:00:00Z,NA,NA,Review Period Expired,2019-05-29T00:00:00Z,Recommendation Issued,2019-05-29T00:00:00Z,SWC Public Hearing,2019-05-22T00:00:00Z,Review Period Expired,2019-06-19T00:00:00Z,Approved,2019-07-15T00:00:00Z,Issued,2019-07-15T00:00:00Z,Manhattan
1432938-DCA,Inactive,132 MULBERRY INC,UMBERTO'S CLAM HOUSE,132,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,82,6,12,41543826,40.71849329777588,-73.99761547376346,102,1,http://www.nyc.gov/manhattancb2,2962-2020-RSWC,Unenclosed,82,6,12,Pending Review,2020-05-28T00:00:00Z,2020-08-28T00:00:00Z,2020-08-28T00:00:00Z,2020-02-10T00:00:00Z,Ready For Review,2020-02-10T00:00:00Z,Issued Temp Op Letter,2020-02-10T00:00:00Z,Pending Review,2020-02-10T00:00:00Z,Pending Review,2020-02-10T00:00:00Z,Pending Review,NA,SWC Public Hearing,2020-04-01T00:00:00Z,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2044095-DCA,Inactive,TSG 89 CORP.,MIDNIGHT EXPRESS,1715,2ND AVE,NEW YORK,NY,10128,Enclosed,510,20,40,41575449,40.77982235225515,-73.9505829269597,108,5,http://www.cb8m.com/,23613-2019-RSWC,Enclosed,510,20,40,Pending Review,2019-11-29T00:00:00Z,2020-03-31T00:00:00Z,2020-03-31T00:00:00Z,2019-07-11T00:00:00Z,Ready For Review,2019-07-11T00:00:00Z,Issued Temp Op Letter,2019-07-11T00:00:00Z,Pending Review,2019-07-11T00:00:00Z,Pending Review,2019-07-11T00:00:00Z,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
1456597-DCA,Active,FOYER LLC,NA,50,W 22ND ST,NEW YORK,NY,10010,Unenclosed,88,4,4,41696334,40.74171368585582,-73.9921618819326,105,3,http://www.cb5.org,14996-2019-RSWC,Unenclosed,88,4,4,Application Review Completed,2019-07-12T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-03-21T00:00:00Z,Ready For Review,2019-03-21T00:00:00Z,Approved,2019-03-22T00:00:00Z,NA,NA,Review Period Expired,2019-05-10T00:00:00Z,Waived,2019-05-10T00:00:00Z,NA,NA,Review Period Expired,2019-05-31T00:00:00Z,Approved,2019-07-12T00:00:00Z,Issued,2019-07-12T00:00:00Z,Manhattan
2039149-DCA,Inactive,NOCHE DE MARGARITAS RESTAURANT INC,NOCHE DE MARGARITAS,1726,2ND AVE,NEW YORK,NY,10128,Unenclosed,70,4,8,41676306,40.780096532659726,-73.9499038948218,108,5,http://www.cb8m.com/,13974-2018-RSWC,Unenclosed,70,4,8,Application Review Completed,2019-05-21T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-18T00:00:00Z,Ready For Review,2018-09-18T00:00:00Z,Approved,2018-09-19T00:00:00Z,NA,NA,Recommend Approval,2018-10-24T00:00:00Z,Recommendation Issued,2018-11-01T00:00:00Z,SWC Public Hearing,2018-11-07T00:00:00Z,Review Period Expired,2018-11-22T00:00:00Z,Approved,2019-05-21T00:00:00Z,Issued,2019-05-21T00:00:00Z,Manhattan
2023866-DCA,Active,BIANCHIBK LLC,CHAVELA'S,736,FRANKLIN AVE,BROOKLYN,NY,11238,Unenclosed,434,7,22,41569582,40.67348212315719,-73.95712551832122,308,35,http://www.brooklyncb8.org/,25581-2019-RSWC,Unenclosed,434,7,22,Application Review Completed,2019-08-09T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-08-09T00:00:00Z,Ready For Review,2019-08-09T00:00:00Z,Approved,NA,Proceed,2019-08-09T00:00:00Z,Recommend Approval,2019-08-09T00:00:00Z,Waived,2019-08-09T00:00:00Z,NA,NA,Approved,2019-08-09T00:00:00Z,Waived,2019-08-09T00:00:00Z,Issued,2019-08-09T00:00:00Z,Brooklyn
2064661-DCA,Inactive,CMR REST CORP,ELLA NYC,249,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,200,8,19,50057588,40.777080788569215,-73.97888866596794,107,6,http://www.nyc.gov/mcb7,34627-2019-RSWC,Unenclosed,200,8,19,Pending Review,2020-01-22T00:00:00Z,2020-04-06T00:00:00Z,2020-04-06T00:00:00Z,2019-12-06T00:00:00Z,Ready For Review,2019-12-06T00:00:00Z,Issued Temp Op Letter,2019-12-06T00:00:00Z,Pending Review,2019-12-06T00:00:00Z,Review Period Expired,2020-01-29T00:00:00Z,Waived,2020-01-29T00:00:00Z,NA,NA,Review Period Expired,2020-02-19T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1035729-DCA,Inactive,"MESTRE, INC.",LE ZIE 2000,172,7TH AVE,NEW YORK,NY,10011,Unenclosed,153,5,14,40677036,40.74250714789877,-73.99705525759343,104,3,http://www.nyc.gov/mcb4,11245-2018-RSWC,Unenclosed,153,5,14,Application Review Completed,2018-12-28T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-08-16T00:00:00Z,Ready For Review,2018-08-22T00:00:00Z,Approved,2018-08-22T00:00:00Z,NA,NA,Review Period Expired,2018-10-10T00:00:00Z,Waived,2018-10-10T00:00:00Z,NA,NA,Review Period Expired,2018-10-31T00:00:00Z,Approved,2018-12-28T00:00:00Z,Issued,2018-12-28T00:00:00Z,Manhattan
2025635-DCA,Active,4819 VERNON KITCHEN LLC,BAREBURGER,4819,VERNON BLVD,LONG ISLAND CITY,NY,11101,Unenclosed,379,20,40,50032620,40.74347498233223,-73.95363045760517,402,26,http://www.cb2queens.org/,17927-2019-RSWC,Unenclosed,379,20,40,Application Review Completed,2019-04-24T00:00:00Z,2021-04-15T00:00:00Z,2019-05-16T00:00:00Z,2019-04-16T00:00:00Z,Ready For Review,2019-04-16T00:00:00Z,Approved,NA,Proceed,2019-04-24T00:00:00Z,Review Period Expired,2019-04-24T00:00:00Z,Waived,2019-04-24T00:00:00Z,NA,NA,Approved,2019-04-24T00:00:00Z,Approved,2019-04-24T00:00:00Z,Issued,2019-04-24T00:00:00Z,Queens
1458968-DCA,Active,SYMBIONTS LIVING LLC,BAREBURGER,145,COURT ST,BROOKLYN,NY,11201,Unenclosed,292,10,24,41718673,40.6892064305093,-73.99241325325937,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,4386-2018-RSWC,Unenclosed,292,10,24,Application Review Completed,2018-03-26T00:00:00Z,2020-12-15T00:00:00Z,2018-04-12T00:00:00Z,2018-03-12T00:00:00Z,Ready For Review,2018-03-12T00:00:00Z,Approved,NA,Proceed,2018-03-26T00:00:00Z,Review Period Expired,2018-03-26T00:00:00Z,Waived,2018-03-26T00:00:00Z,NA,NA,Review Period Expired,2018-03-26T00:00:00Z,Waived,2018-03-26T00:00:00Z,Issued,2018-03-26T00:00:00Z,Brooklyn
2075390-DCA,Active,JOE & THE JUICE NEW YORK LLC,JOE & THE JUICE,549,HUDSON ST,NEW YORK,NY,10014,Unenclosed,177,4,8,50073862,40.73498639493271,-74.00625687132948,102,3,http://www.nyc.gov/manhattancb2,5118-2018-ASWC,Unenclosed,177,4,8,Application Review Completed,2018-11-07T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-03-15T00:00:00Z,Ready For Review,2018-03-22T00:00:00Z,Approved,2018-03-22T00:00:00Z,NA,NA,Review Period Expired,2018-05-12T00:00:00Z,Recommendation Issued,2018-07-18T00:00:00Z,SWC Public Hearing,2018-05-09T00:00:00Z,Review Period Expired,2018-08-08T00:00:00Z,NA,NA,Issued,2018-11-07T00:00:00Z,Manhattan
1469750-DCA,Inactive,BUBBYS MP LLC,BUBBYS HIGHLINE,71,GANSEVOORT ST,NEW YORK,NY,10014,Unenclosed,727,33,70,50001451,40.73959474998052,-74.00765743903395,102,3,http://www.nyc.gov/manhattancb2,35191-2019-RSWC,Unenclosed,727,33,70,Pending Review,2020-05-29T00:00:00Z,2020-06-29T00:00:00Z,2020-06-29T00:00:00Z,2019-12-12T00:00:00Z,Ready For Review,2019-12-12T00:00:00Z,Issued Temp Op Letter,2019-12-13T00:00:00Z,Pending Review,2019-12-13T00:00:00Z,Review Period Expired,2020-02-13T00:00:00Z,Waived,2020-02-13T00:00:00Z,NA,NA,Review Period Expired,2020-03-05T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
2091930-DCA,Inactive,ABI GROUP LLC,LOBO LOCO,8530,3RD AVE,BROOKLYN,NY,11209,Enclosed,545,11,42,41688951,40.624014001229156,-74.03084689095088,310,43,http://www.bkcb10.org/,12415-2019-ASWC,Enclosed,545,11,42,Pending Review,2019-11-04T00:00:00Z,2020-05-04T00:00:00Z,2020-05-04T00:00:00Z,2019-10-31T00:00:00Z,Ready For Review,2019-10-31T00:00:00Z,Issued Temp Op Letter,2019-11-01T00:00:00Z,Pending Review,2019-11-01T00:00:00Z,Pending Review,2019-11-01T00:00:00Z,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Brooklyn
1374780-DCA,Active,63 GUERNSEY LLC,SPRITZENHAUS,63,GUERNSEY ST,BROOKLYN,NY,11222,Unenclosed,474,8,60,41537509,40.723303485721,-73.95290130349974,301,33,http://www.nyc.gov/brooklyncb1,6632-2019-RSWC,Unenclosed,474,8,60,Application Review Completed,2019-10-10T00:00:00Z,2020-12-15T00:00:00Z,NA,2019-02-06T00:00:00Z,Ready For Review,2019-02-06T00:00:00Z,Approved,2019-02-14T00:00:00Z,NA,NA,Review Period Expired,2019-04-30T00:00:00Z,Waived,2019-04-30T00:00:00Z,NA,NA,Review Period Expired,2019-05-21T00:00:00Z,Approved,2019-10-10T00:00:00Z,Issued,2019-10-10T00:00:00Z,Brooklyn
1177240-DCA,Active,"GIGINO, INC.",GIGINO TRATTORIA,323,GREENWICH ST,NEW YORK,NY,10013,Unenclosed,115,4,10,40399174,40.7172384826657,-74.01056242267718,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,27324-2018-RSWC,Unenclosed,115,4,10,Application Review Completed,2019-03-22T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-11-13T00:00:00Z,Ready For Review,2018-11-13T00:00:00Z,Approved,2018-11-13T00:00:00Z,NA,NA,Review Period Expired,2019-01-10T00:00:00Z,Waived,2019-01-10T00:00:00Z,NA,NA,Review Period Expired,2019-01-31T00:00:00Z,Approved,2019-03-22T00:00:00Z,Issued,2019-03-22T00:00:00Z,Manhattan
2095010-DCA,Inactive,CPW REST CORP.,LILLY'S COCKTAIL & WINE BAR,50,W 72ND ST,NEW YORK,NY,10023,Unenclosed,183,8,16,50095456,40.77705042272612,-73.97796074494948,107,6,http://www.nyc.gov/mcb7,2064-2020-ASWC,Unenclosed,183,8,16,Pending Review,2020-03-03T00:00:00Z,2020-04-01T00:00:00Z,2020-04-01T00:00:00Z,2020-03-03T00:00:00Z,Ready For Review,2020-03-03T00:00:00Z,Issued Temp Op Letter,2020-03-03T00:00:00Z,Pending Review,2020-03-03T00:00:00Z,Pending Review,2020-03-03T00:00:00Z,Pending Review,2020-03-03T00:00:00Z,NA,NA,Pending Review,2020-03-03T00:00:00Z,Pending Review,2020-03-03T00:00:00Z,Pending Review,NA,Manhattan
1221449-DCA,Inactive,PEPE'S REST. GROUP LLC,LAS RAMBLAS,170,W 4TH ST,NEW YORK,NY,10014,Unenclosed,33,2,4,41154226,40.73200849615035,-74.00156234383493,102,3,http://www.nyc.gov/manhattancb2,14543-2018-RSWC,Unenclosed,33,2,4,Application Review Completed,2019-03-25T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-21T00:00:00Z,Ready For Review,2018-09-21T00:00:00Z,Approved,2018-09-21T00:00:00Z,NA,NA,Recommend Approval,2018-11-14T00:00:00Z,Waived,2018-11-14T00:00:00Z,NA,NA,Review Period Expired,2018-12-05T00:00:00Z,Approved,2019-03-25T00:00:00Z,Issued,2019-03-25T00:00:00Z,Manhattan
2023941-DCA,Active,"WEST SIDE STEAKHOUSE, LLC",West Side Steakhouse,597,10TH AVE,NEW YORK,NY,10036,Unenclosed,148,4,12,41491955,40.76061966441794,-73.99503661535377,104,3,http://www.nyc.gov/mcb4,11292-2019-RSWC,Unenclosed,148,4,12,Application Review Completed,2019-02-27T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-02-25T00:00:00Z,Ready For Review,2019-02-25T00:00:00Z,Approved,NA,Pending Review,2019-02-25T00:00:00Z,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Issued,2019-02-27T00:00:00Z,Manhattan
2044905-DCA,Inactive,EVOO GROUP LLC,PESCATORE,955,2ND AVE,NEW YORK,NY,10022,Unenclosed,144,6,12,50056268,40.75537846139868,-73.9683884339168,106,4,http://cbsix.org,34790-2019-RSWC,Unenclosed,144,6,12,Pending Review,2020-02-27T00:00:00Z,2020-05-15T00:00:00Z,2020-05-15T00:00:00Z,2019-12-09T00:00:00Z,Ready For Review,2019-12-09T00:00:00Z,Issued Temp Op Letter,2019-12-11T00:00:00Z,Pending Review,2019-12-11T00:00:00Z,Review Period Expired,2020-02-13T00:00:00Z,Waived,2020-02-13T00:00:00Z,NA,NA,Review Period Expired,2020-03-05T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1316170-DCA,Inactive,MARCO POLO TAKE OUT LLC,NA,347,COURT ST,BROOKLYN,NY,11231,Unenclosed,99,4,8,41296556,40.68213607427341,-73.99583205829133,306,39,http://www.brooklyncb6.org/,34518-2019-RSWC,Unenclosed,99,4,8,Pending Review,2020-06-05T00:00:00Z,2020-09-05T00:00:00Z,2020-09-05T00:00:00Z,2019-12-05T00:00:00Z,Ready For Review,2019-12-05T00:00:00Z,Issued Temp Op Letter,2019-12-27T00:00:00Z,Pending Review,2019-12-05T00:00:00Z,Review Period Expired,2020-03-06T00:00:00Z,Waived,2020-03-06T00:00:00Z,NA,NA,Review Period Expired,2020-03-27T00:00:00Z,Pending Review,NA,Pending Review,NA,Brooklyn
1437537-DCA,Inactive,JUICERIE LLC,JUICERIE,19,KENMARE ST,NEW YORK,NY,10012,Unenclosed,378,20,40,41678685,40.72068626115874,-73.99465718674921,102,1,http://www.nyc.gov/manhattancb2,5000-2020-RSWC,Unenclosed,378,20,40,Pending Review,2020-06-09T00:00:00Z,2020-07-15T00:00:00Z,2020-07-15T00:00:00Z,2020-03-24T00:00:00Z,Ready For Review,2020-04-03T00:00:00Z,Issued Temp Op Letter,2020-04-03T00:00:00Z,Pending Review,2020-04-03T00:00:00Z,Pending Review,2020-04-03T00:00:00Z,Pending Review,NA,SWC Public Hearing,2020-05-20T00:00:00Z,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2078574-DCA,Active,"LOGANBERRY, LLC",THE HIGH WATER,3420,BROADWAY,ASTORIA,NY,11106,Unenclosed,143,6,12,50058302,40.76035224530416,-73.92261842672136,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,13478-2018-ASWC,Unenclosed,143,6,12,Application Review Completed,2018-12-28T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-08-01T00:00:00Z,Ready For Review,2018-08-01T00:00:00Z,Approved,2018-08-01T00:00:00Z,NA,NA,Recommend Approval,2018-09-26T00:00:00Z,Recommendation Issued,2018-09-26T00:00:00Z,SWC Public Hearing,2018-09-19T00:00:00Z,Review Period Expired,2018-10-17T00:00:00Z,Approved,2018-12-28T00:00:00Z,Issued,2018-12-28T00:00:00Z,Queens
2079555-DCA,Inactive,WHITMANS 261 HUDSON LLC,NA,261,HUDSON ST,NEW YORK,NY,10013,Unenclosed,381,10,20,50078524,40.724918542508895,-74.00773151650152,102,3,http://www.nyc.gov/manhattancb2,5424-2020-RSWC,Unenclosed,381,10,20,Pending Review,2020-06-17T00:00:00Z,2020-09-17T00:00:00Z,2020-09-17T00:00:00Z,2020-05-01T00:00:00Z,Ready For Review,2020-05-13T00:00:00Z,Issued Temp Op Letter,NA,Pending Review,2020-06-17T00:00:00Z,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
1133898-DCA,Active,FIDDLESTICKS L.L.C.,NA,54,GREENWICH AVE,NEW YORK,NY,10011,Unenclosed,323,16,29,40932307,40.73591154560662,-74.00051960898533,102,3,http://www.nyc.gov/manhattancb2,30186-2018-RSWC,Unenclosed,323,16,29,Application Review Completed,2019-04-10T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-11-30T00:00:00Z,Ready For Review,2018-11-30T00:00:00Z,Approved,2018-12-03T00:00:00Z,NA,NA,Review Period Expired,2019-01-24T00:00:00Z,Waived,2019-01-24T00:00:00Z,NA,NA,Review Period Expired,2019-02-14T00:00:00Z,NA,NA,Issued,2019-04-10T00:00:00Z,Manhattan
1283230-DCA,Active,600 WEST 169TH REST. INC.,COOGANS,4015,BROADWAY,NEW YORK,NY,10032,Unenclosed,360,22,44,40382395,40.84168872728264,-73.93973071005414,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,27019-2018-RSWC,Unenclosed,360,22,44,Application Review Completed,2019-03-16T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-11-09T00:00:00Z,Ready For Review,2018-11-09T00:00:00Z,Approved,2018-11-09T00:00:00Z,NA,NA,Review Period Expired,2018-12-27T00:00:00Z,Waived,2018-12-27T00:00:00Z,NA,NA,Review Period Expired,2019-01-17T00:00:00Z,NA,NA,Issued,2019-03-16T00:00:00Z,Manhattan
2035049-DCA,Inactive,MYRTLE VILLAGE LLC,BIRDY'S,1215,MYRTLE AVE,BROOKLYN,NY,11221,Unenclosed,190,8,16,50041718,40.69759901490324,-73.93150511675515,304,34,http://www.nyc.gov/brooklyncb4,11639-2018-RSWC,Unenclosed,190,8,16,Application Review Completed,2019-07-12T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-08-23T00:00:00Z,Ready For Review,2018-08-29T00:00:00Z,Approved,2018-08-29T00:00:00Z,NA,NA,Review Period Expired,2018-10-18T00:00:00Z,Waived,2018-10-18T00:00:00Z,NA,NA,Review Period Expired,2018-11-08T00:00:00Z,Approved,2019-07-12T00:00:00Z,Issued,2019-07-12T00:00:00Z,Brooklyn
1457455-DCA,Active,"MEDI WINEBAR, LLC",MEDI WINEBAR LLC,811,9TH AVE,NEW YORK,NY,10019,Unenclosed,135,3,12,41540996,40.76596584257039,-73.98741906615939,104,3,http://www.nyc.gov/mcb4,15747-2019-RSWC,Unenclosed,135,3,12,Application Review Completed,2019-07-08T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-03-27T00:00:00Z,Ready For Review,2019-03-27T00:00:00Z,Approved,2019-03-27T00:00:00Z,NA,NA,Review Period Expired,2019-05-16T00:00:00Z,Waived,2019-05-16T00:00:00Z,NA,NA,Review Period Expired,2019-06-06T00:00:00Z,Approved,2019-07-08T00:00:00Z,Issued,2019-07-08T00:00:00Z,Manhattan
1379042-DCA,Inactive,"M STAR HONG KONG CAFE, INC.",JIN JIN HONG KONG CAFE,6224,18TH AVE,BROOKLYN,NY,11204,Enclosed,244,4,16,41548756,40.62052622668448,-73.98887293408272,311,38,http://www.brooklyncb11.org/,6652-2018-RSWC,Enclosed,244,4,16,Application Review Completed,2019-12-05T00:00:00Z,2020-05-15T00:00:00Z,NA,2018-04-13T00:00:00Z,Ready For Review,2018-04-13T00:00:00Z,Approved,2018-04-16T00:00:00Z,Proceed,2019-04-24T00:00:00Z,Review Period Expired,2019-04-24T00:00:00Z,Waived,2019-04-24T00:00:00Z,NA,NA,Review Period Expired,2019-05-15T00:00:00Z,Approved,2019-12-05T00:00:00Z,Issued,2019-12-05T00:00:00Z,Brooklyn
1311161-DCA,Active,"SABOR LATINO I, CORP.",NA,9535,40TH RD,ELMHURST,NY,11373,Unenclosed,315,18,36,41330275,40.74869167347349,-73.8698418036858,404,21,http://www.nyc.gov/html/qnscb4/html/home/home.shtml,20229-2019-RSWC,Unenclosed,315,18,36,Application Review Completed,2019-11-19T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-05-20T00:00:00Z,Ready For Review,2019-05-23T00:00:00Z,Approved,2019-05-29T00:00:00Z,NA,NA,Review Period Expired,2019-07-23T00:00:00Z,Waived,2019-07-23T00:00:00Z,NA,NA,Approved,2019-08-26T00:00:00Z,Approved,2019-11-19T00:00:00Z,Issued,2019-11-19T00:00:00Z,Queens
2048669-DCA,Inactive,4946 BROADWAY RESTAURANT LLC,TUBBY HOOK TAVERN,4946,BROADWAY,NEW YORK,NY,10034,Unenclosed,236,15,34,50059630,40.867507623946736,-73.9207148908589,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,26501-2019-RSWC,Unenclosed,236,15,34,Pending Review,2020-05-29T00:00:00Z,2020-08-29T00:00:00Z,2020-08-29T00:00:00Z,2019-09-12T00:00:00Z,Ready For Review,2019-09-12T00:00:00Z,Issued Temp Op Letter,2019-09-13T00:00:00Z,Pending Review,2019-09-13T00:00:00Z,Review Period Expired,2020-03-05T00:00:00Z,Waived,2020-03-05T00:00:00Z,NA,NA,Review Period Expired,2020-05-07T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
